step,tl_name,actions,phase,reward
25949,카이스트교삼거리,0,0,0
25949,갑천(단),0,3,0
25950,미래부동산삼거리,0,3,0
25950,충대농대삼거리,0,2,0
25950,다솔APT삼거리,0,3,0
25950,유성구청네거리,0,5,0
25950,강변아파트삼거리,0,0,0
25950,보건환경연구원(단),0,1,0
25950,갑천네거리,0,8,0
25950,구성삼거리,0,6,0
25950,과기원삼거리,0,5,0
25950,카이스트교삼거리,0,1,0
25950,갑천(단),0,3,0
25951,미래부동산삼거리,0,3,0
25951,충대농대삼거리,0,2,0
25951,다솔APT삼거리,0,3,0
25951,유성구청네거리,0,5,0
25951,강변아파트삼거리,0,0,0
25951,보건환경연구원(단),0,2,0
25951,갑천네거리,0,8,0
25951,구성삼거리,0,6,0
25951,과기원삼거리,0,5,0
25951,카이스트교삼거리,0,1,0
25951,갑천(단),0,3,0
25952,미래부동산삼거리,0,3,0
25952,충대농대삼거리,0,3,0
25952,다솔APT삼거리,0,3,0
25952,유성구청네거리,0,5,0
25952,강변아파트삼거리,0,0,0
25952,보건환경연구원(단),0,2,0
25952,갑천네거리,0,8,0
25952,구성삼거리,0,6,0
25952,과기원삼거리,0,5,0
25952,카이스트교삼거리,0,1,0
25952,갑천(단),0,3,0
25953,미래부동산삼거리,0,3,0
25953,충대농대삼거리,0,3,0
25953,다솔APT삼거리,0,3,0
25953,유성구청네거리,0,5,0
25953,강변아파트삼거리,0,0,0
25953,보건환경연구원(단),0,2,0
25953,갑천네거리,0,0,0
25953,구성삼거리,0,6,0
25953,과기원삼거리,0,5,0
25953,카이스트교삼거리,0,1,0
25953,갑천(단),0,3,0
25954,미래부동산삼거리,0,3,0
25954,충대농대삼거리,0,3,0
25954,다솔APT삼거리,0,3,0
25954,유성구청네거리,0,5,0
25954,강변아파트삼거리,0,0,0
25954,보건환경연구원(단),0,2,0
25954,갑천네거리,0,0,0
25954,구성삼거리,0,6,0
25954,과기원삼거리,0,5,0
25954,카이스트교삼거리,0,1,0
25954,갑천(단),0,3,0
25955,미래부동산삼거리,0,3,0
25955,충대농대삼거리,0,4,0
25955,다솔APT삼거리,0,3,0
25955,유성구청네거리,0,5,0
25955,강변아파트삼거리,0,0,0
25955,보건환경연구원(단),0,2,0
25955,갑천네거리,0,0,0
25955,구성삼거리,0,6,0
25955,과기원삼거리,0,5,0
25955,카이스트교삼거리,0,1,0
25955,갑천(단),0,3,0
25956,미래부동산삼거리,0,3,0
25956,충대농대삼거리,0,4,0
25956,다솔APT삼거리,0,3,0
25956,유성구청네거리,0,5,0
25956,강변아파트삼거리,0,0,0
25956,보건환경연구원(단),0,2,0
25956,갑천네거리,0,0,0
25956,구성삼거리,0,6,0
25956,과기원삼거리,0,5,0
25956,카이스트교삼거리,0,1,0
25956,갑천(단),0,3,0
25957,미래부동산삼거리,0,3,0
25957,충대농대삼거리,0,4,0
25957,다솔APT삼거리,0,3,0
25957,유성구청네거리,0,5,0
25957,강변아파트삼거리,0,0,0
25957,보건환경연구원(단),0,2,0
25957,갑천네거리,0,0,0
25957,구성삼거리,0,6,0
25957,과기원삼거리,0,5,0
25957,카이스트교삼거리,0,1,0
25957,갑천(단),0,3,0
25958,미래부동산삼거리,0,3,0
25958,충대농대삼거리,0,4,0
25958,다솔APT삼거리,0,3,0
25958,유성구청네거리,0,5,0
25958,강변아파트삼거리,0,0,0
25958,보건환경연구원(단),0,2,0
25958,갑천네거리,0,0,0
25958,구성삼거리,0,6,0
25958,과기원삼거리,0,5,0
25958,카이스트교삼거리,0,1,0
25958,갑천(단),0,3,0
25959,미래부동산삼거리,0,3,0
25959,충대농대삼거리,0,4,0
25959,다솔APT삼거리,0,3,0
25959,유성구청네거리,0,5,0
25959,강변아파트삼거리,0,0,0
25959,보건환경연구원(단),0,2,0
25959,갑천네거리,0,0,0
25959,구성삼거리,0,6,0
25959,과기원삼거리,0,5,0
25959,카이스트교삼거리,0,1,0
25959,갑천(단),0,3,0
25960,미래부동산삼거리,0,3,0
25960,충대농대삼거리,0,4,0
25960,다솔APT삼거리,0,3,0
25960,유성구청네거리,0,5,0
25960,강변아파트삼거리,0,0,0
25960,보건환경연구원(단),0,2,0
25960,갑천네거리,0,0,0
25960,구성삼거리,0,6,0
25960,과기원삼거리,0,5,0
25960,카이스트교삼거리,0,1,0
25960,갑천(단),0,3,0
25961,미래부동산삼거리,0,3,0
25961,충대농대삼거리,0,4,0
25961,다솔APT삼거리,0,3,0
25961,유성구청네거리,0,5,0
25961,강변아파트삼거리,0,0,0
25961,보건환경연구원(단),0,2,0
25961,갑천네거리,0,0,0
25961,구성삼거리,0,6,0
25961,과기원삼거리,0,5,0
25961,카이스트교삼거리,0,1,0
25961,갑천(단),0,3,0
25962,미래부동산삼거리,0,3,0
25962,충대농대삼거리,0,4,0
25962,다솔APT삼거리,0,3,0
25962,유성구청네거리,0,5,0
25962,강변아파트삼거리,0,0,0
25962,보건환경연구원(단),0,2,0
25962,갑천네거리,0,0,0
25962,구성삼거리,0,6,0
25962,과기원삼거리,0,5,0
25962,카이스트교삼거리,0,1,0
25962,갑천(단),0,3,0
25963,미래부동산삼거리,0,3,0
25963,충대농대삼거리,0,4,0
25963,다솔APT삼거리,0,3,0
25963,유성구청네거리,0,5,0
25963,강변아파트삼거리,0,0,0
25963,보건환경연구원(단),0,2,0
25963,갑천네거리,0,0,0
25963,구성삼거리,0,0,0
25963,과기원삼거리,0,6,0
25963,카이스트교삼거리,0,1,0
25963,갑천(단),0,3,0
25964,미래부동산삼거리,0,3,0
25964,충대농대삼거리,0,4,0
25964,다솔APT삼거리,0,3,0
25964,유성구청네거리,0,5,0
25964,강변아파트삼거리,0,0,0
25964,보건환경연구원(단),0,2,0
25964,갑천네거리,0,0,0
25964,구성삼거리,0,0,0
25964,과기원삼거리,0,6,0
25964,카이스트교삼거리,0,1,0
25964,갑천(단),0,3,0
25965,미래부동산삼거리,0,3,0
25965,충대농대삼거리,0,4,0
25965,다솔APT삼거리,0,3,0
25965,유성구청네거리,0,5,0
25965,강변아파트삼거리,0,0,0
25965,보건환경연구원(단),0,2,0
25965,갑천네거리,0,0,0
25965,구성삼거리,0,0,0
25965,과기원삼거리,0,6,0
25965,카이스트교삼거리,0,1,0
25965,갑천(단),0,3,0
25966,미래부동산삼거리,0,3,0
25966,충대농대삼거리,0,4,0
25966,다솔APT삼거리,0,3,0
25966,유성구청네거리,0,5,0
25966,강변아파트삼거리,0,1,0
25966,보건환경연구원(단),0,2,0
25966,갑천네거리,0,0,0
25966,구성삼거리,0,0,0
25966,과기원삼거리,0,0,0
25966,카이스트교삼거리,0,1,0
25966,갑천(단),0,3,0
25967,미래부동산삼거리,0,3,0
25967,충대농대삼거리,0,4,0
25967,다솔APT삼거리,0,3,0
25967,유성구청네거리,0,5,0
25967,강변아파트삼거리,0,1,0
25967,보건환경연구원(단),0,2,0
25967,갑천네거리,0,0,0
25967,구성삼거리,0,0,0
25967,과기원삼거리,0,0,0
25967,카이스트교삼거리,0,1,0
25967,갑천(단),0,3,0
25968,미래부동산삼거리,0,3,0
25968,충대농대삼거리,0,4,0
25968,다솔APT삼거리,0,3,0
25968,유성구청네거리,0,5,0
25968,강변아파트삼거리,0,1,0
25968,보건환경연구원(단),0,2,0
25968,갑천네거리,0,0,0
25968,구성삼거리,0,0,0
25968,과기원삼거리,0,0,0
25968,카이스트교삼거리,0,1,0
25968,갑천(단),0,3,0
25969,미래부동산삼거리,0,3,0
25969,충대농대삼거리,0,4,0
25969,다솔APT삼거리,0,3,0
25969,유성구청네거리,0,5,0
25969,강변아파트삼거리,0,2,0
25969,보건환경연구원(단),0,2,0
25969,갑천네거리,0,0,0
25969,구성삼거리,0,0,0
25969,과기원삼거리,0,0,0
25969,카이스트교삼거리,0,1,0
25969,갑천(단),0,3,0
25970,미래부동산삼거리,0,3,0
25970,충대농대삼거리,0,4,0
25970,다솔APT삼거리,0,3,0
25970,유성구청네거리,0,5,0
25970,강변아파트삼거리,0,2,0
25970,보건환경연구원(단),0,2,0
25970,갑천네거리,0,0,0
25970,구성삼거리,0,0,0
25970,과기원삼거리,0,0,0
25970,카이스트교삼거리,0,1,0
25970,갑천(단),0,3,0
25971,미래부동산삼거리,0,3,0
25971,충대농대삼거리,0,4,0
25971,다솔APT삼거리,0,3,0
25971,유성구청네거리,0,5,0
25971,강변아파트삼거리,0,2,0
25971,보건환경연구원(단),0,2,0
25971,갑천네거리,0,0,0
25971,구성삼거리,0,0,0
25971,과기원삼거리,0,0,0
25971,카이스트교삼거리,0,1,0
25971,갑천(단),0,3,0
25972,미래부동산삼거리,0,3,0
25972,충대농대삼거리,0,4,0
25972,다솔APT삼거리,0,3,0
25972,유성구청네거리,0,5,0
25972,강변아파트삼거리,0,2,0
25972,보건환경연구원(단),0,2,0
25972,갑천네거리,0,0,0
25972,구성삼거리,0,0,0
25972,과기원삼거리,0,0,0
25972,카이스트교삼거리,0,1,0
25972,갑천(단),0,3,0
25973,미래부동산삼거리,0,3,0
25973,충대농대삼거리,0,4,0
25973,다솔APT삼거리,0,3,0
25973,유성구청네거리,0,5,0
25973,강변아파트삼거리,0,2,0
25973,보건환경연구원(단),0,2,0
25973,갑천네거리,0,0,0
25973,구성삼거리,0,0,0
25973,과기원삼거리,0,0,0
25973,카이스트교삼거리,0,1,0
25973,갑천(단),0,3,0
25974,미래부동산삼거리,0,3,0
25974,충대농대삼거리,0,4,0
25974,다솔APT삼거리,0,3,0
25974,유성구청네거리,0,6,0
25974,강변아파트삼거리,0,2,0
25974,보건환경연구원(단),0,2,0
25974,갑천네거리,0,0,0
25974,구성삼거리,0,0,0
25974,과기원삼거리,0,0,0
25974,카이스트교삼거리,0,1,0
25974,갑천(단),0,3,0
25975,미래부동산삼거리,0,3,0
25975,충대농대삼거리,0,4,0
25975,다솔APT삼거리,0,3,0
25975,유성구청네거리,0,6,0
25975,강변아파트삼거리,0,2,0
25975,보건환경연구원(단),0,2,0
25975,갑천네거리,0,0,0
25975,구성삼거리,0,0,0
25975,과기원삼거리,0,0,0
25975,카이스트교삼거리,0,1,0
25975,갑천(단),0,3,0
25976,미래부동산삼거리,0,3,0
25976,충대농대삼거리,0,4,0
25976,다솔APT삼거리,0,3,0
25976,유성구청네거리,0,6,0
25976,강변아파트삼거리,0,2,0
25976,보건환경연구원(단),0,3,0
25976,갑천네거리,0,0,0
25976,구성삼거리,0,0,0
25976,과기원삼거리,0,0,0
25976,카이스트교삼거리,0,1,0
25976,갑천(단),0,3,0
25977,미래부동산삼거리,0,3,0
25977,충대농대삼거리,0,4,0
25977,다솔APT삼거리,0,3,0
25977,유성구청네거리,0,7,0
25977,강변아파트삼거리,0,2,0
25977,보건환경연구원(단),0,3,0
25977,갑천네거리,0,0,0
25977,구성삼거리,0,0,0
25977,과기원삼거리,0,0,0
25977,카이스트교삼거리,0,1,0
25977,갑천(단),0,3,0
25978,미래부동산삼거리,0,4,0
25978,충대농대삼거리,0,4,0
25978,다솔APT삼거리,0,4,0
25978,유성구청네거리,0,7,0
25978,강변아파트삼거리,0,2,0
25978,보건환경연구원(단),0,3,0
25978,갑천네거리,0,0,0
25978,구성삼거리,0,0,0
25978,과기원삼거리,0,0,0
25978,카이스트교삼거리,0,1,0
25978,갑천(단),0,3,0
25979,미래부동산삼거리,0,4,0
25979,충대농대삼거리,0,4,0
25979,다솔APT삼거리,0,4,0
25979,유성구청네거리,0,7,0
25979,강변아파트삼거리,0,2,0
25979,보건환경연구원(단),0,4,0
25979,갑천네거리,0,1,0
25979,구성삼거리,0,0,0
25979,과기원삼거리,0,0,0
25979,카이스트교삼거리,0,1,0
25979,갑천(단),0,3,0
25980,미래부동산삼거리,0,4,0
25980,충대농대삼거리,0,4,0
25980,다솔APT삼거리,0,4,0
25980,유성구청네거리,0,7,0
25980,강변아파트삼거리,0,2,0
25980,보건환경연구원(단),0,4,0
25980,갑천네거리,0,1,0
25980,구성삼거리,0,0,0
25980,과기원삼거리,0,0,0
25980,카이스트교삼거리,0,1,0
25980,갑천(단),0,3,0
25981,미래부동산삼거리,0,5,0
25981,충대농대삼거리,0,4,0
25981,다솔APT삼거리,0,5,0
25981,유성구청네거리,0,7,0
25981,강변아파트삼거리,0,2,0
25981,보건환경연구원(단),0,4,0
25981,갑천네거리,0,1,0
25981,구성삼거리,0,0,0
25981,과기원삼거리,0,0,0
25981,카이스트교삼거리,0,1,0
25981,갑천(단),0,3,0
25982,미래부동산삼거리,0,5,0
25982,충대농대삼거리,0,4,0
25982,다솔APT삼거리,0,5,0
25982,유성구청네거리,0,7,0
25982,강변아파트삼거리,0,2,0
25982,보건환경연구원(단),0,4,0
25982,갑천네거리,0,1,0
25982,구성삼거리,0,0,0
25982,과기원삼거리,0,0,0
25982,카이스트교삼거리,0,1,0
25982,갑천(단),0,3,0
25983,미래부동산삼거리,0,5,0
25983,충대농대삼거리,0,4,0
25983,다솔APT삼거리,0,5,0
25983,유성구청네거리,0,7,0
25983,강변아파트삼거리,0,2,0
25983,보건환경연구원(단),0,4,0
25983,갑천네거리,0,1,0
25983,구성삼거리,0,0,0
25983,과기원삼거리,0,0,0
25983,카이스트교삼거리,0,1,0
25983,갑천(단),0,3,0
25984,미래부동산삼거리,0,5,0
25984,충대농대삼거리,0,4,0
25984,다솔APT삼거리,0,5,0
25984,유성구청네거리,0,7,0
25984,강변아파트삼거리,0,2,0
25984,보건환경연구원(단),0,4,0
25984,갑천네거리,0,1,0
25984,구성삼거리,0,0,0
25984,과기원삼거리,0,0,0
25984,카이스트교삼거리,0,1,0
25984,갑천(단),0,3,0
25985,미래부동산삼거리,0,5,0
25985,충대농대삼거리,0,4,0
25985,다솔APT삼거리,0,5,0
25985,유성구청네거리,0,7,0
25985,강변아파트삼거리,0,2,0
25985,보건환경연구원(단),0,4,0
25985,갑천네거리,0,1,0
25985,구성삼거리,0,0,0
25985,과기원삼거리,0,0,0
25985,카이스트교삼거리,0,1,0
25985,갑천(단),0,3,0
25986,미래부동산삼거리,0,5,0
25986,충대농대삼거리,0,4,0
25986,다솔APT삼거리,0,5,0
25986,유성구청네거리,0,7,0
25986,강변아파트삼거리,0,2,0
25986,보건환경연구원(단),0,4,0
25986,갑천네거리,0,1,0
25986,구성삼거리,0,0,0
25986,과기원삼거리,0,0,0
25986,카이스트교삼거리,0,1,0
25986,갑천(단),0,3,0
25987,미래부동산삼거리,0,5,0
25987,충대농대삼거리,0,4,0
25987,다솔APT삼거리,0,5,0
25987,유성구청네거리,0,7,0
25987,강변아파트삼거리,0,2,0
25987,보건환경연구원(단),0,4,0
25987,갑천네거리,0,1,0
25987,구성삼거리,0,0,0
25987,과기원삼거리,0,0,0
25987,카이스트교삼거리,0,1,0
25987,갑천(단),0,3,0
25988,미래부동산삼거리,0,5,0
25988,충대농대삼거리,0,4,0
25988,다솔APT삼거리,0,5,0
25988,유성구청네거리,0,7,0
25988,강변아파트삼거리,0,2,0
25988,보건환경연구원(단),0,4,0
25988,갑천네거리,0,1,0
25988,구성삼거리,0,0,0
25988,과기원삼거리,0,0,0
25988,카이스트교삼거리,0,1,0
25988,갑천(단),0,3,0
25989,미래부동산삼거리,0,5,0
25989,충대농대삼거리,0,4,0
25989,다솔APT삼거리,0,5,0
25989,유성구청네거리,0,7,0
25989,강변아파트삼거리,0,2,0
25989,보건환경연구원(단),0,4,0
25989,갑천네거리,0,1,0
25989,구성삼거리,0,0,0
25989,과기원삼거리,0,0,0
25989,카이스트교삼거리,0,1,0
25989,갑천(단),0,3,0
25990,미래부동산삼거리,0,5,0
25990,충대농대삼거리,0,4,0
25990,다솔APT삼거리,0,5,0
25990,유성구청네거리,0,7,0
25990,강변아파트삼거리,0,2,0
25990,보건환경연구원(단),0,4,0
25990,갑천네거리,0,1,0
25990,구성삼거리,0,0,0
25990,과기원삼거리,0,0,0
25990,카이스트교삼거리,0,1,0
25990,갑천(단),0,3,0
25991,미래부동산삼거리,0,5,0
25991,충대농대삼거리,0,4,0
25991,다솔APT삼거리,0,5,0
25991,유성구청네거리,0,7,0
25991,강변아파트삼거리,0,2,0
25991,보건환경연구원(단),0,4,0
25991,갑천네거리,0,1,0
25991,구성삼거리,0,0,0
25991,과기원삼거리,0,0,0
25991,카이스트교삼거리,0,1,0
25991,갑천(단),0,3,0
25992,미래부동산삼거리,0,5,0
25992,충대농대삼거리,0,4,0
25992,다솔APT삼거리,0,5,0
25992,유성구청네거리,0,7,0
25992,강변아파트삼거리,0,2,0
25992,보건환경연구원(단),0,4,0
25992,갑천네거리,0,1,0
25992,구성삼거리,0,0,0
25992,과기원삼거리,0,0,0
25992,카이스트교삼거리,0,1,0
25992,갑천(단),0,3,0
25993,미래부동산삼거리,0,5,0
25993,충대농대삼거리,0,5,0
25993,다솔APT삼거리,0,5,0
25993,유성구청네거리,0,7,0
25993,강변아파트삼거리,0,2,0
25993,보건환경연구원(단),0,4,0
25993,갑천네거리,0,1,0
25993,구성삼거리,0,0,0
25993,과기원삼거리,0,0,0
25993,카이스트교삼거리,0,1,0
25993,갑천(단),0,3,0
25994,미래부동산삼거리,0,5,0
25994,충대농대삼거리,0,5,0
25994,다솔APT삼거리,0,5,0
25994,유성구청네거리,0,7,0
25994,강변아파트삼거리,0,2,0
25994,보건환경연구원(단),0,4,0
25994,갑천네거리,0,1,0
25994,구성삼거리,0,0,0
25994,과기원삼거리,0,0,0
25994,카이스트교삼거리,0,1,0
25994,갑천(단),0,3,0
25995,미래부동산삼거리,0,5,0
25995,충대농대삼거리,0,5,0
25995,다솔APT삼거리,0,5,0
25995,유성구청네거리,0,7,0
25995,강변아파트삼거리,0,2,0
25995,보건환경연구원(단),0,4,0
25995,갑천네거리,0,1,0
25995,구성삼거리,0,0,0
25995,과기원삼거리,0,0,0
25995,카이스트교삼거리,0,1,0
25995,갑천(단),0,3,0
25996,미래부동산삼거리,0,5,0
25996,충대농대삼거리,0,6,0
25996,다솔APT삼거리,0,5,0
25996,유성구청네거리,0,7,0
25996,강변아파트삼거리,0,2,0
25996,보건환경연구원(단),0,4,0
25996,갑천네거리,0,1,0
25996,구성삼거리,0,0,0
25996,과기원삼거리,0,0,0
25996,카이스트교삼거리,0,1,0
25996,갑천(단),0,3,0
25997,미래부동산삼거리,0,5,0
25997,충대농대삼거리,0,6,0
25997,다솔APT삼거리,0,5,0
25997,유성구청네거리,0,7,0
25997,강변아파트삼거리,0,2,0
25997,보건환경연구원(단),0,4,0
25997,갑천네거리,0,1,0
25997,구성삼거리,0,0,0
25997,과기원삼거리,0,0,0
25997,카이스트교삼거리,0,1,0
25997,갑천(단),0,3,0
25998,미래부동산삼거리,0,5,0
25998,충대농대삼거리,0,6,0
25998,다솔APT삼거리,0,5,0
25998,유성구청네거리,0,7,0
25998,강변아파트삼거리,0,2,0
25998,보건환경연구원(단),0,4,0
25998,갑천네거리,0,1,0
25998,구성삼거리,0,0,0
25998,과기원삼거리,0,0,0
25998,카이스트교삼거리,0,1,0
25998,갑천(단),0,3,0
25999,미래부동산삼거리,0,5,0
25999,충대농대삼거리,0,6,0
25999,다솔APT삼거리,0,5,0
25999,유성구청네거리,0,7,0
25999,강변아파트삼거리,0,2,0
25999,보건환경연구원(단),0,4,0
25999,갑천네거리,0,1,0
25999,구성삼거리,0,0,0
25999,과기원삼거리,0,0,0
25999,카이스트교삼거리,0,1,0
25999,갑천(단),0,3,0
26000,미래부동산삼거리,0,5,0
26000,충대농대삼거리,0,6,0
26000,다솔APT삼거리,0,5,0
26000,유성구청네거리,0,7,0
26000,강변아파트삼거리,0,2,0
26000,보건환경연구원(단),0,4,0
26000,갑천네거리,0,1,0
26000,구성삼거리,0,0,0
26000,과기원삼거리,0,0,0
26000,카이스트교삼거리,0,1,0
26000,갑천(단),0,3,0
26001,미래부동산삼거리,0,5,0
26001,충대농대삼거리,0,6,0
26001,다솔APT삼거리,0,5,0
26001,유성구청네거리,0,7,0
26001,강변아파트삼거리,0,2,0
26001,보건환경연구원(단),0,4,0
26001,갑천네거리,0,1,0
26001,구성삼거리,0,0,0
26001,과기원삼거리,0,0,0
26001,카이스트교삼거리,0,1,0
26001,갑천(단),0,0,0
26002,미래부동산삼거리,0,5,0
26002,충대농대삼거리,0,6,0
26002,다솔APT삼거리,0,5,0
26002,유성구청네거리,0,7,0
26002,강변아파트삼거리,0,2,0
26002,보건환경연구원(단),0,4,0
26002,갑천네거리,0,1,0
26002,구성삼거리,0,0,0
26002,과기원삼거리,0,0,0
26002,카이스트교삼거리,0,1,0
26002,갑천(단),0,0,0
26003,미래부동산삼거리,0,5,0
26003,충대농대삼거리,0,6,0
26003,다솔APT삼거리,0,5,0
26003,유성구청네거리,0,7,0
26003,강변아파트삼거리,0,2,0
26003,보건환경연구원(단),0,4,0
26003,갑천네거리,0,1,0
26003,구성삼거리,0,0,0
26003,과기원삼거리,0,0,0
26003,카이스트교삼거리,0,1,0
26003,갑천(단),0,0,0
26004,미래부동산삼거리,0,5,0
26004,충대농대삼거리,0,6,0
26004,다솔APT삼거리,0,5,0
26004,유성구청네거리,0,7,0
26004,강변아파트삼거리,0,2,0
26004,보건환경연구원(단),0,4,0
26004,갑천네거리,0,1,0
26004,구성삼거리,0,0,0
26004,과기원삼거리,0,0,0
26004,카이스트교삼거리,0,1,0
26004,갑천(단),0,0,0
26005,미래부동산삼거리,0,5,0
26005,충대농대삼거리,0,6,0
26005,다솔APT삼거리,0,5,0
26005,유성구청네거리,0,7,0
26005,강변아파트삼거리,0,2,0
26005,보건환경연구원(단),0,4,0
26005,갑천네거리,0,1,0
26005,구성삼거리,0,0,0
26005,과기원삼거리,0,0,0
26005,카이스트교삼거리,0,1,0
26005,갑천(단),0,0,0
26006,미래부동산삼거리,0,5,0
26006,충대농대삼거리,0,6,0
26006,다솔APT삼거리,0,5,0
26006,유성구청네거리,0,7,0
26006,강변아파트삼거리,0,2,0
26006,보건환경연구원(단),0,4,0
26006,갑천네거리,0,1,0
26006,구성삼거리,0,0,0
26006,과기원삼거리,0,0,0
26006,카이스트교삼거리,0,1,0
26006,갑천(단),0,0,0
26007,미래부동산삼거리,0,5,0
26007,충대농대삼거리,0,6,0
26007,다솔APT삼거리,0,5,0
26007,유성구청네거리,0,7,0
26007,강변아파트삼거리,0,2,0
26007,보건환경연구원(단),0,4,0
26007,갑천네거리,0,1,0
26007,구성삼거리,0,0,0
26007,과기원삼거리,0,0,0
26007,카이스트교삼거리,0,1,0
26007,갑천(단),0,0,0
26008,미래부동산삼거리,0,5,0
26008,충대농대삼거리,0,6,0
26008,다솔APT삼거리,0,5,0
26008,유성구청네거리,0,7,0
26008,강변아파트삼거리,0,2,0
26008,보건환경연구원(단),0,4,0
26008,갑천네거리,0,1,0
26008,구성삼거리,0,0,0
26008,과기원삼거리,0,0,0
26008,카이스트교삼거리,0,1,0
26008,갑천(단),0,0,0
26009,미래부동산삼거리,0,5,0
26009,충대농대삼거리,0,6,0
26009,다솔APT삼거리,0,5,0
26009,유성구청네거리,0,7,0
26009,강변아파트삼거리,0,2,0
26009,보건환경연구원(단),0,4,0
26009,갑천네거리,0,1,0
26009,구성삼거리,0,0,0
26009,과기원삼거리,0,0,0
26009,카이스트교삼거리,0,1,0
26009,갑천(단),0,0,0
26010,미래부동산삼거리,0,5,0
26010,충대농대삼거리,0,6,0
26010,다솔APT삼거리,0,5,0
26010,유성구청네거리,0,7,0
26010,강변아파트삼거리,0,2,0
26010,보건환경연구원(단),0,4,0
26010,갑천네거리,0,1,0
26010,구성삼거리,0,1,0
26010,과기원삼거리,0,0,0
26010,카이스트교삼거리,0,1,0
26010,갑천(단),0,0,0
26011,미래부동산삼거리,0,5,0
26011,충대농대삼거리,0,6,0
26011,다솔APT삼거리,0,5,0
26011,유성구청네거리,0,7,0
26011,강변아파트삼거리,0,2,0
26011,보건환경연구원(단),0,4,0
26011,갑천네거리,0,1,0
26011,구성삼거리,0,1,0
26011,과기원삼거리,0,0,0
26011,카이스트교삼거리,0,1,0
26011,갑천(단),0,0,0
26012,미래부동산삼거리,0,5,0
26012,충대농대삼거리,0,6,0
26012,다솔APT삼거리,0,5,0
26012,유성구청네거리,0,7,0
26012,강변아파트삼거리,0,2,0
26012,보건환경연구원(단),0,4,0
26012,갑천네거리,0,1,0
26012,구성삼거리,0,1,0
26012,과기원삼거리,0,0,0
26012,카이스트교삼거리,0,1,0
26012,갑천(단),0,0,0
26013,미래부동산삼거리,0,5,0
26013,충대농대삼거리,0,6,0
26013,다솔APT삼거리,0,5,0
26013,유성구청네거리,0,7,0
26013,강변아파트삼거리,0,2,0
26013,보건환경연구원(단),0,4,0
26013,갑천네거리,0,1,0
26013,구성삼거리,0,2,0
26013,과기원삼거리,0,0,0
26013,카이스트교삼거리,0,1,0
26013,갑천(단),0,0,0
26014,미래부동산삼거리,0,5,0
26014,충대농대삼거리,0,6,0
26014,다솔APT삼거리,0,5,0
26014,유성구청네거리,0,7,0
26014,강변아파트삼거리,0,2,0
26014,보건환경연구원(단),0,4,0
26014,갑천네거리,0,1,0
26014,구성삼거리,0,2,0
26014,과기원삼거리,0,0,0
26014,카이스트교삼거리,0,1,0
26014,갑천(단),0,0,0
26015,미래부동산삼거리,0,5,0
26015,충대농대삼거리,0,6,0
26015,다솔APT삼거리,0,5,0
26015,유성구청네거리,0,7,0
26015,강변아파트삼거리,0,2,0
26015,보건환경연구원(단),0,4,0
26015,갑천네거리,0,1,0
26015,구성삼거리,0,2,0
26015,과기원삼거리,0,0,0
26015,카이스트교삼거리,0,1,0
26015,갑천(단),0,0,0
26016,미래부동산삼거리,0,5,0
26016,충대농대삼거리,0,6,0
26016,다솔APT삼거리,0,5,0
26016,유성구청네거리,0,7,0
26016,강변아파트삼거리,0,2,0
26016,보건환경연구원(단),0,4,0
26016,갑천네거리,0,2,0
26016,구성삼거리,0,2,0
26016,과기원삼거리,0,0,0
26016,카이스트교삼거리,0,1,0
26016,갑천(단),0,0,0
26017,미래부동산삼거리,0,5,0
26017,충대농대삼거리,0,6,0
26017,다솔APT삼거리,0,5,0
26017,유성구청네거리,0,7,0
26017,강변아파트삼거리,0,2,0
26017,보건환경연구원(단),0,4,0
26017,갑천네거리,0,2,0
26017,구성삼거리,0,2,0
26017,과기원삼거리,0,0,0
26017,카이스트교삼거리,0,1,0
26017,갑천(단),0,0,0
26018,미래부동산삼거리,0,6,0
26018,충대농대삼거리,0,6,0
26018,다솔APT삼거리,0,6,0
26018,유성구청네거리,0,7,0
26018,강변아파트삼거리,0,2,0
26018,보건환경연구원(단),0,4,0
26018,갑천네거리,0,2,0
26018,구성삼거리,0,2,0
26018,과기원삼거리,0,0,0
26018,카이스트교삼거리,0,1,0
26018,갑천(단),0,0,0
26019,미래부동산삼거리,0,6,0
26019,충대농대삼거리,0,6,0
26019,다솔APT삼거리,0,6,0
26019,유성구청네거리,0,7,0
26019,강변아파트삼거리,0,2,0
26019,보건환경연구원(단),0,4,0
26019,갑천네거리,0,3,0
26019,구성삼거리,0,2,0
26019,과기원삼거리,0,0,0
26019,카이스트교삼거리,0,1,0
26019,갑천(단),0,0,0
26020,미래부동산삼거리,0,6,0
26020,충대농대삼거리,0,6,0
26020,다솔APT삼거리,0,6,0
26020,유성구청네거리,0,7,0
26020,강변아파트삼거리,0,2,0
26020,보건환경연구원(단),0,4,0
26020,갑천네거리,0,3,0
26020,구성삼거리,0,2,0
26020,과기원삼거리,0,0,0
26020,카이스트교삼거리,0,1,0
26020,갑천(단),0,0,0
26021,미래부동산삼거리,0,0,0
26021,충대농대삼거리,0,6,0
26021,다솔APT삼거리,0,0,0
26021,유성구청네거리,0,7,0
26021,강변아파트삼거리,0,2,0
26021,보건환경연구원(단),0,4,0
26021,갑천네거리,0,3,0
26021,구성삼거리,0,2,0
26021,과기원삼거리,0,0,0
